ReviewID,Category,Review,Rating,Sentiment
1156,Electronics,Very disappointed with the product.,1,Negative
1157,Beauty,Very satisfied with this purchase.,4,Positive
1158,Books,Delivery was on time.,3,Neutral
1159,Books,The product exceeded my expectations.,5,Positive
1160,Beauty,Fast delivery and excellent packaging.,4,Positive
1161,Beauty,The product exceeded my expectations.,4,Positive
1162,Beauty,Excellent product and great quality.,5,Positive
1163,Beauty,The product exceeded my expectations.,5,Positive
1164,Books,Fast delivery and excellent packaging.,5,Positive
1165,Books,The product is average.,3,Neutral
1166,Books,Amazing product and worth the money.,4,Positive
1167,Home,The product stopped working quickly.,2,Negative
1168,Electronics,The product exceeded my expectations.,5,Positive
1169,Electronics,Highly recommended for everyone.,4,Positive
1170,Beauty,Highly recommended for everyone.,5,Positive
1171,Home,Excellent product and great quality.,5,Positive
1172,Home,Not satisfied with this purchase.,2,Negative
1173,Home,The product exceeded my expectations.,4,Positive
1174,Home,Highly recommended for everyone.,5,Positive
1175,Beauty,The product exceeded my expectations.,4,Positive
1176,Fashion,Highly recommended for everyone.,4,Positive
1177,Home,The item arrived damaged.,1,Negative
1178,Fashion,Bad experience and slow delivery.,2,Negative
1179,Electronics,The product exceeded my expectations.,4,Positive
1180,Fashion,Excellent product and great quality.,4,Positive
1181,Beauty,Very satisfied with this purchase.,5,Positive
1182,Fashion,Highly recommended for everyone.,5,Positive
1183,Electronics,It works as expected.,3,Neutral
1184,Fashion,Amazing product and worth the money.,5,Positive
1185,Fashion,It works as expected.,3,Neutral
1186,Books,The quality is acceptable.,3,Neutral
1187,Beauty,Very satisfied with this purchase.,5,Positive
1188,Fashion,The product exceeded my expectations.,4,Positive
1189,Beauty,It works as expected.,3,Neutral
1190,Electronics,The product exceeded my expectations.,4,Positive
1191,Electronics,Average performance overall.,3,Neutral
1192,Books,Average performance overall.,3,Neutral
1193,Beauty,Poor quality and not worth the money.,1,Negative
1194,Home,Highly recommended for everyone.,5,Positive
1195,Home,Amazing product and worth the money.,5,Positive
1196,Books,Highly recommended for everyone.,4,Positive
1197,Beauty,Excellent product and great quality.,4,Positive
1198,Books,The product stopped working quickly.,1,Negative
1199,Books,Highly recommended for everyone.,4,Positive
1200,Home,The product is average.,3,Neutral
1201,Fashion,Poor quality and not worth the money.,1,Negative
1202,Beauty,Excellent product and great quality.,4,Positive
1203,Books,Delivery was on time.,3,Neutral
1204,Electronics,Fast delivery and excellent packaging.,4,Positive
1205,Electronics,Delivery was on time.,3,Neutral
1206,Fashion,The product stopped working quickly.,2,Negative
1207,Books,Highly recommended for everyone.,4,Positive
1208,Beauty,The item arrived damaged.,1,Negative
1209,Fashion,Amazing product and worth the money.,5,Positive
1210,Books,Delivery was on time.,3,Neutral
1211,Beauty,The product stopped working quickly.,1,Negative
1212,Home,The quality is acceptable.,3,Neutral
1213,Home,Highly recommended for everyone.,5,Positive
1214,Beauty,Amazing product and worth the money.,5,Positive
1215,Books,Very disappointed with the product.,1,Negative
1216,Electronics,The experience was neither good nor bad.,3,Neutral
1217,Home,Fast delivery and excellent packaging.,5,Positive
1218,Electronics,The product exceeded my expectations.,5,Positive
1219,Home,Amazing product and worth the money.,4,Positive
1220,Electronics,Very disappointed with the product.,1,Negative
1221,Beauty,Amazing product and worth the money.,5,Positive
1222,Electronics,The experience was neither good nor bad.,3,Neutral
1223,Fashion,The experience was neither good nor bad.,3,Neutral
1224,Books,It works as expected.,3,Neutral
1225,Home,Bad experience and slow delivery.,2,Negative
1226,Beauty,Fast delivery and excellent packaging.,4,Positive
1227,Beauty,It works as expected.,3,Neutral
1228,Fashion,The item arrived damaged.,1,Negative
1229,Beauty,Average performance overall.,3,Neutral
1230,Home,Fast delivery and excellent packaging.,5,Positive
1231,Home,Amazing product and worth the money.,5,Positive
1232,Beauty,Poor quality and not worth the money.,2,Negative
1233,Electronics,Highly recommended for everyone.,4,Positive
1234,Books,Amazing product and worth the money.,4,Positive
1235,Beauty,Very satisfied with this purchase.,4,Positive
1236,Fashion,Fast delivery and excellent packaging.,5,Positive
1237,Books,The product exceeded my expectations.,4,Positive
1238,Electronics,Fast delivery and excellent packaging.,4,Positive
1239,Fashion,Highly recommended for everyone.,5,Positive
1240,Beauty,The product exceeded my expectations.,4,Positive
1241,Books,Highly recommended for everyone.,4,Positive
1242,Books,Not satisfied with this purchase.,2,Negative
1243,Beauty,Amazing product and worth the money.,5,Positive
1244,Beauty,Highly recommended for everyone.,5,Positive
1245,Home,Very satisfied with this purchase.,5,Positive
1246,Home,Highly recommended for everyone.,5,Positive
1247,Fashion,Highly recommended for everyone.,5,Positive
1248,Fashion,Average performance overall.,3,Neutral
1249,Electronics,Bad experience and slow delivery.,1,Negative
1250,Electronics,Bad experience and slow delivery.,1,Negative
1251,Beauty,Fast delivery and excellent packaging.,5,Positive
1252,Home,Not satisfied with this purchase.,1,Negative
1253,Electronics,The product exceeded my expectations.,4,Positive
1254,Beauty,The quality is acceptable.,3,Neutral
1255,Home,Excellent product and great quality.,5,Positive
1256,Books,Highly recommended for everyone.,4,Positive
1257,Beauty,The quality is acceptable.,3,Neutral
1258,Home,The item arrived damaged.,1,Negative
1259,Home,Bad experience and slow delivery.,1,Negative
1260,Fashion,Average performance overall.,3,Neutral
1261,Beauty,Highly recommended for everyone.,4,Positive
1262,Home,Excellent product and great quality.,5,Positive
1263,Fashion,Poor quality and not worth the money.,1,Negative
1264,Books,The item arrived damaged.,2,Negative
1265,Electronics,Highly recommended for everyone.,4,Positive
1266,Fashion,Average performance overall.,3,Neutral
1267,Fashion,The product stopped working quickly.,2,Negative
1268,Home,Delivery was on time.,3,Neutral
1269,Books,Poor quality and not worth the money.,2,Negative
1270,Books,Very satisfied with this purchase.,4,Positive
1271,Beauty,Highly recommended for everyone.,4,Positive
1272,Beauty,Excellent product and great quality.,5,Positive
1273,Fashion,Average performance overall.,3,Neutral
1274,Home,Bad experience and slow delivery.,2,Negative
1275,Beauty,Bad experience and slow delivery.,2,Negative
1276,Electronics,The quality is acceptable.,3,Neutral
1277,Home,Fast delivery and excellent packaging.,4,Positive
1278,Fashion,The quality is acceptable.,3,Neutral
1279,Home,Excellent product and great quality.,5,Positive
1280,Electronics,Fast delivery and excellent packaging.,5,Positive
1281,Fashion,Amazing product and worth the money.,5,Positive
1282,Home,Highly recommended for everyone.,5,Positive
1283,Home,The experience was neither good nor bad.,3,Neutral
1284,Home,Amazing product and worth the money.,4,Positive
1285,Home,It works as expected.,3,Neutral
1286,Home,Amazing product and worth the money.,5,Positive
1287,Books,Very disappointed with the product.,1,Negative
1288,Books,The product stopped working quickly.,1,Negative
1289,Beauty,Very satisfied with this purchase.,5,Positive
1290,Home,The quality is acceptable.,3,Neutral
1291,Fashion,Average performance overall.,3,Neutral
1292,Electronics,Highly recommended for everyone.,4,Positive
1293,Beauty,Fast delivery and excellent packaging.,5,Positive
1294,Home,Very satisfied with this purchase.,5,Positive
1295,Fashion,Excellent product and great quality.,5,Positive
1296,Books,Very disappointed with the product.,1,Negative
1297,Beauty,Very satisfied with this purchase.,5,Positive
1298,Beauty,It works as expected.,3,Neutral
1299,Beauty,Very satisfied with this purchase.,5,Positive
1300,Books,Amazing product and worth the money.,5,Positive
1301,Fashion,The product exceeded my expectations.,5,Positive
1302,Books,Delivery was on time.,3,Neutral
1303,Electronics,Amazing product and worth the money.,4,Positive
1304,Books,Poor quality and not worth the money.,2,Negative
1305,Books,The product exceeded my expectations.,4,Positive
1306,Books,It works as expected.,3,Neutral
1307,Books,The product exceeded my expectations.,5,Positive
1308,Books,Highly recommended for everyone.,4,Positive
1309,Home,Amazing product and worth the money.,4,Positive
1310,Electronics,The quality is acceptable.,3,Neutral
1311,Fashion,Very satisfied with this purchase.,5,Positive
1312,Fashion,Highly recommended for everyone.,5,Positive
1313,Beauty,Excellent product and great quality.,5,Positive
1314,Fashion,Highly recommended for everyone.,4,Positive
1315,Books,The product exceeded my expectations.,5,Positive
1316,Beauty,The quality is acceptable.,3,Neutral
1317,Home,The product exceeded my expectations.,4,Positive
1318,Beauty,The item arrived damaged.,2,Negative
1319,Home,Excellent product and great quality.,4,Positive
1320,Fashion,Very satisfied with this purchase.,5,Positive
1321,Fashion,The product stopped working quickly.,2,Negative
1322,Beauty,Delivery was on time.,3,Neutral
1323,Home,Fast delivery and excellent packaging.,5,Positive
1324,Home,Excellent product and great quality.,4,Positive
1325,Home,Not satisfied with this purchase.,1,Negative
1326,Electronics,Excellent product and great quality.,4,Positive
1327,Beauty,The quality is acceptable.,3,Neutral
1328,Electronics,Fast delivery and excellent packaging.,4,Positive
1329,Books,Amazing product and worth the money.,4,Positive
1330,Books,Amazing product and worth the money.,5,Positive
1331,Electronics,Poor quality and not worth the money.,1,Negative
1332,Books,Very satisfied with this purchase.,5,Positive
1333,Beauty,Highly recommended for everyone.,5,Positive
1334,Beauty,The product exceeded my expectations.,4,Positive
1335,Beauty,The product exceeded my expectations.,5,Positive
1336,Fashion,The product stopped working quickly.,2,Negative
1337,Books,Amazing product and worth the money.,4,Positive
1338,Home,Fast delivery and excellent packaging.,5,Positive
1339,Fashion,Excellent product and great quality.,4,Positive
1340,Books,Highly recommended for everyone.,4,Positive
1341,Fashion,The quality is acceptable.,3,Neutral
1342,Beauty,Fast delivery and excellent packaging.,5,Positive
1343,Home,Excellent product and great quality.,5,Positive
1344,Books,Highly recommended for everyone.,5,Positive
1345,Books,The product exceeded my expectations.,5,Positive
1346,Home,Excellent product and great quality.,5,Positive
1347,Fashion,Highly recommended for everyone.,5,Positive
1348,Books,The product stopped working quickly.,2,Negative
1349,Home,Excellent product and great quality.,4,Positive
1350,Beauty,The product exceeded my expectations.,5,Positive
1351,Home,The product exceeded my expectations.,5,Positive
1352,Beauty,Amazing product and worth the money.,4,Positive
1353,Fashion,Excellent product and great quality.,5,Positive
1354,Home,Fast delivery and excellent packaging.,4,Positive
1355,Home,Excellent product and great quality.,5,Positive
1356,Fashion,Very satisfied with this purchase.,5,Positive
1357,Electronics,Excellent product and great quality.,5,Positive
1358,Electronics,It works as expected.,3,Neutral
1359,Beauty,Fast delivery and excellent packaging.,4,Positive
1360,Books,Amazing product and worth the money.,5,Positive
1361,Home,The product is average.,3,Neutral
1362,Electronics,Fast delivery and excellent packaging.,4,Positive
1363,Beauty,The product exceeded my expectations.,4,Positive
1364,Books,Poor quality and not worth the money.,2,Negative
1365,Home,The item arrived damaged.,2,Negative
1366,Fashion,Very disappointed with the product.,1,Negative
1367,Fashion,Very satisfied with this purchase.,4,Positive
1368,Home,The experience was neither good nor bad.,3,Neutral
1369,Books,It works as expected.,3,Neutral
1370,Beauty,Amazing product and worth the money.,5,Positive
1371,Electronics,Amazing product and worth the money.,4,Positive
1372,Beauty,The product exceeded my expectations.,5,Positive
1373,Home,Excellent product and great quality.,4,Positive
1374,Electronics,The product exceeded my expectations.,5,Positive
1375,Beauty,The product exceeded my expectations.,4,Positive
1376,Home,Poor quality and not worth the money.,2,Negative
1377,Books,Highly recommended for everyone.,5,Positive
1378,Fashion,Very disappointed with the product.,2,Negative
1379,Books,The item arrived damaged.,1,Negative
1380,Beauty,The product stopped working quickly.,2,Negative
1381,Beauty,Poor quality and not worth the money.,1,Negative
1382,Fashion,The product exceeded my expectations.,5,Positive
1383,Beauty,Average performance overall.,3,Neutral
1384,Books,Highly recommended for everyone.,4,Positive
1385,Books,Very satisfied with this purchase.,5,Positive
1386,Home,The product exceeded my expectations.,5,Positive
1387,Fashion,Average performance overall.,3,Neutral
1388,Electronics,Poor quality and not worth the money.,2,Negative
1389,Home,The product stopped working quickly.,2,Negative
1390,Beauty,Fast delivery and excellent packaging.,4,Positive
1391,Electronics,Fast delivery and excellent packaging.,5,Positive
1392,Electronics,The product exceeded my expectations.,4,Positive
1393,Home,It works as expected.,3,Neutral
1394,Electronics,It works as expected.,3,Neutral
1395,Beauty,Excellent product and great quality.,4,Positive
1396,Beauty,Bad experience and slow delivery.,2,Negative
1397,Electronics,The product stopped working quickly.,2,Negative
1398,Electronics,Highly recommended for everyone.,4,Positive
1399,Books,It works as expected.,3,Neutral
1400,Books,The product is average.,3,Neutral
1401,Fashion,The product is average.,3,Neutral
1402,Electronics,Fast delivery and excellent packaging.,5,Positive
1403,Beauty,Delivery was on time.,3,Neutral
1404,Electronics,Excellent product and great quality.,5,Positive
1405,Electronics,Average performance overall.,3,Neutral
1406,Home,Amazing product and worth the money.,5,Positive
1407,Beauty,The product exceeded my expectations.,4,Positive
1408,Electronics,Poor quality and not worth the money.,2,Negative
1409,Books,The product stopped working quickly.,2,Negative
1410,Home,Bad experience and slow delivery.,1,Negative
1411,Beauty,The product stopped working quickly.,2,Negative
1412,Fashion,Amazing product and worth the money.,5,Positive
1413,Fashion,Average performance overall.,3,Neutral
1414,Books,The quality is acceptable.,3,Neutral
1415,Beauty,Delivery was on time.,3,Neutral
1416,Books,Highly recommended for everyone.,4,Positive
1417,Fashion,Not satisfied with this purchase.,2,Negative
1418,Books,The quality is acceptable.,3,Neutral
1419,Beauty,Excellent product and great quality.,5,Positive
1420,Electronics,Amazing product and worth the money.,5,Positive
1421,Fashion,Amazing product and worth the money.,4,Positive
1422,Beauty,The product exceeded my expectations.,5,Positive
1423,Electronics,Highly recommended for everyone.,4,Positive
1424,Home,Very satisfied with this purchase.,4,Positive
1425,Home,Highly recommended for everyone.,4,Positive
1426,Beauty,Very satisfied with this purchase.,4,Positive
1427,Fashion,Amazing product and worth the money.,4,Positive
1428,Beauty,Poor quality and not worth the money.,2,Negative
1429,Beauty,The product is average.,3,Neutral
1430,Electronics,Very disappointed with the product.,2,Negative
1431,Books,The item arrived damaged.,2,Negative
1432,Beauty,Excellent product and great quality.,4,Positive
1433,Books,The experience was neither good nor bad.,3,Neutral
1434,Fashion,Highly recommended for everyone.,4,Positive
1435,Beauty,Amazing product and worth the money.,5,Positive
1436,Books,Poor quality and not worth the money.,1,Negative
1437,Beauty,Average performance overall.,3,Neutral
1438,Fashion,Amazing product and worth the money.,5,Positive
1439,Fashion,Poor quality and not worth the money.,1,Negative
1440,Beauty,Highly recommended for everyone.,4,Positive
1441,Beauty,Excellent product and great quality.,5,Positive
1442,Home,The product exceeded my expectations.,4,Positive
1443,Books,Amazing product and worth the money.,5,Positive
1444,Home,Poor quality and not worth the money.,1,Negative
1445,Beauty,Fast delivery and excellent packaging.,5,Positive
1446,Books,The product exceeded my expectations.,5,Positive
1447,Fashion,Amazing product and worth the money.,5,Positive
1448,Home,Excellent product and great quality.,5,Positive
1449,Books,Average performance overall.,3,Neutral
1450,Home,Bad experience and slow delivery.,1,Negative
1451,Electronics,Very satisfied with this purchase.,4,Positive
1452,Beauty,Excellent product and great quality.,4,Positive
1453,Electronics,Delivery was on time.,3,Neutral
1454,Books,Excellent product and great quality.,5,Positive
1455,Beauty,Very satisfied with this purchase.,4,Positive
1456,Beauty,Highly recommended for everyone.,5,Positive
1457,Electronics,The product exceeded my expectations.,4,Positive
1458,Fashion,The product exceeded my expectations.,4,Positive
1459,Beauty,Very satisfied with this purchase.,4,Positive
1460,Electronics,Fast delivery and excellent packaging.,4,Positive
1461,Electronics,Very satisfied with this purchase.,5,Positive
1462,Home,The product exceeded my expectations.,5,Positive
1463,Electronics,Average performance overall.,3,Neutral
1464,Beauty,The quality is acceptable.,3,Neutral
1465,Beauty,Amazing product and worth the money.,4,Positive
1466,Electronics,Average performance overall.,3,Neutral
1467,Fashion,Highly recommended for everyone.,5,Positive
1468,Electronics,The product exceeded my expectations.,4,Positive
1469,Fashion,Very satisfied with this purchase.,5,Positive
1470,Electronics,Highly recommended for everyone.,5,Positive
1471,Beauty,Bad experience and slow delivery.,1,Negative
1472,Home,It works as expected.,3,Neutral
1473,Electronics,Fast delivery and excellent packaging.,4,Positive
1474,Books,The product stopped working quickly.,1,Negative
1475,Fashion,Amazing product and worth the money.,5,Positive
1476,Books,Delivery was on time.,3,Neutral
1477,Beauty,Amazing product and worth the money.,4,Positive
1478,Fashion,Amazing product and worth the money.,4,Positive
1479,Books,The product stopped working quickly.,1,Negative
1480,Beauty,It works as expected.,3,Neutral
1481,Electronics,Delivery was on time.,3,Neutral
1482,Home,The product exceeded my expectations.,4,Positive
1483,Fashion,Amazing product and worth the money.,4,Positive
1484,Books,The quality is acceptable.,3,Neutral
1485,Home,The product exceeded my expectations.,5,Positive
1486,Home,Very disappointed with the product.,1,Negative
1487,Beauty,Highly recommended for everyone.,5,Positive
1488,Home,Amazing product and worth the money.,4,Positive
1489,Books,The item arrived damaged.,1,Negative
1490,Fashion,Highly recommended for everyone.,5,Positive
1491,Books,Fast delivery and excellent packaging.,5,Positive
1492,Electronics,Amazing product and worth the money.,4,Positive
1493,Books,Excellent product and great quality.,5,Positive
1494,Home,The product exceeded my expectations.,4,Positive
1495,Fashion,Fast delivery and excellent packaging.,5,Positive
1496,Books,It works as expected.,3,Neutral
1497,Fashion,Excellent product and great quality.,5,Positive
1498,Beauty,The product exceeded my expectations.,4,Positive
1499,Home,Fast delivery and excellent packaging.,4,Positive
1500,Beauty,Fast delivery and excellent packaging.,4,Positive
1501,Home,The product exceeded my expectations.,4,Positive
1502,Fashion,Fast delivery and excellent packaging.,5,Positive
1503,Beauty,Fast delivery and excellent packaging.,5,Positive
1504,Beauty,The experience was neither good nor bad.,3,Neutral
1505,Books,The quality is acceptable.,3,Neutral
1506,Home,Highly recommended for everyone.,4,Positive
1507,Books,Not satisfied with this purchase.,1,Negative
1508,Home,Fast delivery and excellent packaging.,4,Positive
1509,Books,The product exceeded my expectations.,4,Positive
1510,Electronics,Very satisfied with this purchase.,4,Positive
1511,Fashion,The product exceeded my expectations.,5,Positive
1512,Beauty,The product exceeded my expectations.,5,Positive
1513,Beauty,Poor quality and not worth the money.,2,Negative
1514,Beauty,Amazing product and worth the money.,5,Positive
1515,Home,It works as expected.,3,Neutral
1516,Electronics,It works as expected.,3,Neutral
1517,Fashion,Very satisfied with this purchase.,5,Positive
1518,Home,Very disappointed with the product.,1,Negative
1519,Books,Very satisfied with this purchase.,4,Positive
1520,Beauty,Fast delivery and excellent packaging.,4,Positive
1521,Home,It works as expected.,3,Neutral
1522,Books,Fast delivery and excellent packaging.,5,Positive
1523,Home,Highly recommended for everyone.,4,Positive
1524,Beauty,Delivery was on time.,3,Neutral
1525,Home,Poor quality and not worth the money.,1,Negative
1526,Electronics,The product exceeded my expectations.,5,Positive
1527,Fashion,Excellent product and great quality.,5,Positive
1528,Electronics,The product is average.,3,Neutral
1529,Fashion,Amazing product and worth the money.,4,Positive
1530,Books,Not satisfied with this purchase.,1,Negative
1531,Electronics,The item arrived damaged.,1,Negative
1532,Books,The item arrived damaged.,2,Negative
1533,Beauty,The quality is acceptable.,3,Neutral
1534,Electronics,Fast delivery and excellent packaging.,4,Positive
1535,Beauty,The item arrived damaged.,2,Negative
1536,Beauty,Amazing product and worth the money.,4,Positive
1537,Books,Highly recommended for everyone.,4,Positive
1538,Books,The product stopped working quickly.,2,Negative
1539,Beauty,The item arrived damaged.,2,Negative
1540,Home,Highly recommended for everyone.,5,Positive
1541,Books,Bad experience and slow delivery.,2,Negative
1542,Home,Average performance overall.,3,Neutral
1543,Electronics,Poor quality and not worth the money.,1,Negative
1544,Home,The product exceeded my expectations.,4,Positive
1545,Electronics,Bad experience and slow delivery.,2,Negative
1546,Electronics,Highly recommended for everyone.,4,Positive
1547,Fashion,Not satisfied with this purchase.,2,Negative
1548,Beauty,The item arrived damaged.,2,Negative
1549,Fashion,Excellent product and great quality.,4,Positive
1550,Home,The product exceeded my expectations.,4,Positive
1551,Books,Very satisfied with this purchase.,5,Positive
1552,Books,Not satisfied with this purchase.,1,Negative
1553,Books,Fast delivery and excellent packaging.,5,Positive
1554,Beauty,Bad experience and slow delivery.,1,Negative
1555,Beauty,The product exceeded my expectations.,5,Positive
1556,Fashion,Amazing product and worth the money.,5,Positive
1557,Electronics,Amazing product and worth the money.,5,Positive
1558,Beauty,Fast delivery and excellent packaging.,4,Positive
1559,Fashion,Poor quality and not worth the money.,1,Negative
1560,Fashion,The item arrived damaged.,1,Negative
1561,Fashion,Fast delivery and excellent packaging.,4,Positive
1562,Beauty,Very satisfied with this purchase.,4,Positive
1563,Electronics,Excellent product and great quality.,5,Positive
1564,Beauty,Very disappointed with the product.,2,Negative
1565,Home,Fast delivery and excellent packaging.,4,Positive
1566,Fashion,Fast delivery and excellent packaging.,5,Positive
1567,Home,Excellent product and great quality.,4,Positive
1568,Beauty,Bad experience and slow delivery.,2,Negative
1569,Beauty,Very satisfied with this purchase.,4,Positive
1570,Books,Delivery was on time.,3,Neutral
1571,Beauty,The product is average.,3,Neutral
1572,Electronics,Not satisfied with this purchase.,2,Negative
1573,Fashion,Very satisfied with this purchase.,4,Positive
1574,Beauty,Very satisfied with this purchase.,5,Positive
1575,Fashion,Fast delivery and excellent packaging.,4,Positive
1576,Electronics,Very satisfied with this purchase.,4,Positive
1577,Beauty,Average performance overall.,3,Neutral
1578,Beauty,Highly recommended for everyone.,5,Positive
1579,Beauty,Amazing product and worth the money.,5,Positive
1580,Beauty,Excellent product and great quality.,5,Positive
1581,Books,Average performance overall.,3,Neutral
1582,Electronics,Excellent product and great quality.,5,Positive
1583,Books,Excellent product and great quality.,4,Positive
1584,Beauty,The product exceeded my expectations.,5,Positive
1585,Beauty,Very satisfied with this purchase.,4,Positive
1586,Electronics,Fast delivery and excellent packaging.,4,Positive
1587,Books,The experience was neither good nor bad.,3,Neutral
1588,Books,Very satisfied with this purchase.,5,Positive
1589,Beauty,Amazing product and worth the money.,4,Positive
1590,Home,Very satisfied with this purchase.,5,Positive
1591,Fashion,Not satisfied with this purchase.,2,Negative
1592,Books,Excellent product and great quality.,4,Positive
1593,Home,Fast delivery and excellent packaging.,5,Positive
1594,Beauty,Very satisfied with this purchase.,4,Positive
1595,Fashion,The product exceeded my expectations.,4,Positive
1596,Beauty,Excellent product and great quality.,5,Positive
1597,Home,Highly recommended for everyone.,5,Positive
1598,Books,The product stopped working quickly.,1,Negative
1599,Beauty,Very satisfied with this purchase.,4,Positive
1600,Beauty,Fast delivery and excellent packaging.,5,Positive
1601,Beauty,Poor quality and not worth the money.,1,Negative
1602,Beauty,The product is average.,3,Neutral
1603,Books,Very satisfied with this purchase.,4,Positive
1604,Beauty,Fast delivery and excellent packaging.,4,Positive
1605,Fashion,Highly recommended for everyone.,5,Positive
1606,Electronics,The product exceeded my expectations.,4,Positive
1607,Home,Amazing product and worth the money.,4,Positive
1608,Books,Bad experience and slow delivery.,2,Negative
1609,Home,Bad experience and slow delivery.,1,Negative
1610,Beauty,The item arrived damaged.,2,Negative
1611,Books,Not satisfied with this purchase.,2,Negative
1612,Beauty,The item arrived damaged.,1,Negative
1613,Home,Highly recommended for everyone.,5,Positive
1614,Fashion,The product is average.,3,Neutral
1615,Electronics,The product is average.,3,Neutral
1616,Fashion,The item arrived damaged.,1,Negative
1617,Books,It works as expected.,3,Neutral
1618,Books,Bad experience and slow delivery.,2,Negative
1619,Home,Fast delivery and excellent packaging.,4,Positive
1620,Fashion,Amazing product and worth the money.,5,Positive
1621,Fashion,It works as expected.,3,Neutral
1622,Home,The experience was neither good nor bad.,3,Neutral
1623,Home,Excellent product and great quality.,4,Positive
1624,Home,Bad experience and slow delivery.,2,Negative
1625,Books,The product exceeded my expectations.,5,Positive
1626,Beauty,The experience was neither good nor bad.,3,Neutral
1627,Home,Average performance overall.,3,Neutral
1628,Books,Fast delivery and excellent packaging.,5,Positive
1629,Beauty,Amazing product and worth the money.,5,Positive
1630,Beauty,Fast delivery and excellent packaging.,4,Positive
1631,Electronics,Highly recommended for everyone.,5,Positive
1632,Books,Average performance overall.,3,Neutral
1633,Electronics,Very disappointed with the product.,2,Negative
1634,Books,The product exceeded my expectations.,5,Positive
1635,Home,Highly recommended for everyone.,4,Positive
1636,Beauty,The product exceeded my expectations.,4,Positive
1637,Fashion,The item arrived damaged.,1,Negative
1638,Books,Excellent product and great quality.,5,Positive
1639,Books,Fast delivery and excellent packaging.,5,Positive
1640,Home,Very satisfied with this purchase.,5,Positive
1641,Beauty,Highly recommended for everyone.,5,Positive
1642,Beauty,The product exceeded my expectations.,5,Positive
1643,Beauty,Excellent product and great quality.,5,Positive
1644,Home,Fast delivery and excellent packaging.,4,Positive
1645,Home,Very satisfied with this purchase.,5,Positive
1646,Electronics,The item arrived damaged.,2,Negative
1647,Beauty,The product stopped working quickly.,1,Negative
1648,Fashion,Not satisfied with this purchase.,2,Negative
1649,Home,Delivery was on time.,3,Neutral
1650,Fashion,Highly recommended for everyone.,4,Positive
1651,Beauty,It works as expected.,3,Neutral
1652,Books,It works as expected.,3,Neutral
1653,Home,Bad experience and slow delivery.,2,Negative
1654,Home,Not satisfied with this purchase.,1,Negative
1655,Fashion,Very satisfied with this purchase.,4,Positive
1656,Home,Very disappointed with the product.,1,Negative
1657,Books,Fast delivery and excellent packaging.,5,Positive
1658,Books,The product stopped working quickly.,1,Negative
1659,Fashion,Bad experience and slow delivery.,2,Negative
1660,Fashion,Fast delivery and excellent packaging.,4,Positive
1661,Books,The quality is acceptable.,3,Neutral
1662,Electronics,The product stopped working quickly.,1,Negative
1663,Fashion,The experience was neither good nor bad.,3,Neutral
1664,Beauty,The quality is acceptable.,3,Neutral
1665,Fashion,Delivery was on time.,3,Neutral
1666,Beauty,Excellent product and great quality.,5,Positive
1667,Beauty,The product exceeded my expectations.,4,Positive
1668,Home,The product stopped working quickly.,2,Negative
1669,Electronics,Excellent product and great quality.,4,Positive
1670,Books,Excellent product and great quality.,4,Positive
1671,Fashion,The product exceeded my expectations.,5,Positive
1672,Electronics,Excellent product and great quality.,4,Positive
1673,Home,The experience was neither good nor bad.,3,Neutral
1674,Electronics,The experience was neither good nor bad.,3,Neutral
1675,Beauty,Very disappointed with the product.,1,Negative
1676,Electronics,The product exceeded my expectations.,4,Positive
1677,Books,The item arrived damaged.,2,Negative
1678,Fashion,Very disappointed with the product.,2,Negative
1679,Fashion,Not satisfied with this purchase.,2,Negative
1680,Electronics,Excellent product and great quality.,5,Positive
1681,Fashion,Very satisfied with this purchase.,4,Positive
1682,Home,Delivery was on time.,3,Neutral
1683,Beauty,Fast delivery and excellent packaging.,4,Positive
1684,Electronics,The product exceeded my expectations.,5,Positive
1685,Beauty,Fast delivery and excellent packaging.,4,Positive
1686,Electronics,Bad experience and slow delivery.,2,Negative
1687,Books,Excellent product and great quality.,5,Positive
1688,Electronics,Fast delivery and excellent packaging.,4,Positive
1689,Books,The experience was neither good nor bad.,3,Neutral
1690,Books,The product exceeded my expectations.,5,Positive
1691,Books,Highly recommended for everyone.,5,Positive
1692,Beauty,The product exceeded my expectations.,4,Positive
1693,Electronics,Fast delivery and excellent packaging.,5,Positive
1694,Fashion,Very satisfied with this purchase.,5,Positive
1695,Fashion,The product exceeded my expectations.,4,Positive
1696,Books,Very satisfied with this purchase.,4,Positive
1697,Home,The item arrived damaged.,1,Negative
1698,Fashion,Fast delivery and excellent packaging.,4,Positive
1699,Books,Very disappointed with the product.,2,Negative
1700,Home,The product exceeded my expectations.,5,Positive
1701,Beauty,Amazing product and worth the money.,4,Positive
1702,Beauty,Fast delivery and excellent packaging.,4,Positive
1703,Electronics,Bad experience and slow delivery.,2,Negative
1704,Electronics,Excellent product and great quality.,5,Positive
1705,Beauty,Amazing product and worth the money.,5,Positive
1706,Electronics,Highly recommended for everyone.,4,Positive
1707,Electronics,Amazing product and worth the money.,5,Positive
1708,Home,Highly recommended for everyone.,4,Positive
1709,Home,Poor quality and not worth the money.,1,Negative
1710,Books,The item arrived damaged.,1,Negative
1711,Electronics,The product stopped working quickly.,1,Negative
1712,Electronics,Highly recommended for everyone.,4,Positive
1713,Fashion,The quality is acceptable.,3,Neutral
